Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
1,Hess Corporation,HES,Moody's Investors Service,2016-09-19,Energy,1.899600178,1.6694802309999999,1.213682808,70.82989265,-1.265895954,-0.7956234520000001,0.611890999,-0.7956234520000001,-0.21424827899999999,-0.146150929,-0.421907252,0.169246358,0.205297733,0.96924453,0.492191049,-0.576543851,1.0,2.5653436590000003,9.093255889,1.96924453,-0.7956234520000001,-34.08197705,2.5653436590000003,0.164120562,4.341801386
1,"Churchill Downs, Incorporated",CHDN,Moody's Investors Service,2015-12-02,Consumer Services,0.34811483200000004,0.42491509200000005,0.11643144400000001,20.38765538,0.053779547999999996,0.092459711,1.0,0.101964776,0.028627267999999997,0.068457903,0.10563402,0.53230771,2.11507366,2.68997905,0.7289957509999999,0.41834613600000004,0.8355171140000001,12.83111756,11.8591582,3.68997905,0.092459711,5.467593087999999,15.35709724,0.218201585,0.0
1,"Churchill Downs, Incorporated",CHDN,Moody's Investors Service,2013-12-09,Consumer Services,0.753801488,0.832204535,0.209693911,21.81218362,0.109718025,0.109718025,1.0,0.11561287,0.06323187599999999,0.07506749,0.12132141699999999,0.5763125610000001,1.3310463909999999,0.918674951,0.478806976,0.35638434700000005,0.663450989,5.559384757999999,7.566728345,1.9186749509999999,0.109718025,5.519359895,8.379495778999999,0.185949379,0.0
1,Navistar International Corporation,NAV,Fitch Ratings,2012-08-06,Capital Goods,1.340914312,0.528830691,0.249712842,21.11407167,-0.232468335,-0.09128823,0.098702502,-0.09128823,-0.33069655,-0.248894504,0.909365559,1.422544496,7.8,-3.749848943,1.363656339,-1.505922166,0.470491803,4.153400868,22.47467438,-2.749848943,-0.09128823,-6.266089791000001,8.827785817999999,0.047111522999999995,6.921708185
1,Navistar International Corporation,NAV,Egan-Jones Ratings Company,2013-12-16,Capital Goods,1.281154659,0.544942502,0.177188453,24.96566125,-0.083341067,-0.090394432,0.094106729,-0.090394432,-0.107997595,-0.240256537,0.24609482,1.295850872,6.188971855,-3.278706495,1.43884546,0.175564682,-0.67,-0.833333333,19.71393035,-2.278706495,-0.090394432,-15.122551999999999,1.243781095,0.009280742,6.4986684420000005
1,Sealed Air Corporation,SEE,Standard & Poor's Ratings Services,2013-12-10,Basic Industries,1.26543987,0.7845082940000001,0.367446682,53.458157799999995,0.016149165,-0.012365424,0.336440942,0.078288345,0.01359725,-0.01478223,0.08941041,0.841978498,6.779021595,5.575624505,0.84792319,-0.8832807570000001,0.8143405890000001,2.614594039,5.099691675,6.575624505,-0.012365424,10.42891223,3.210688592,0.08123992299999999,9.729837941
1,Sealed Air Corporation,SEE,Standard & Poor's Ratings Services,2011-08-12,Basic Industries,1.368827355,0.884329767,0.303251521,89.61779149,0.026431952,0.03830949,0.29094648,0.079313585,0.012968938999999999,0.023712856,0.050414201,0.49065384,4.266621284,2.887303466,0.7427522679999999,0.310041647,0.6824789590000001,1.60239521,4.328143713,3.887303466,0.03830949,11.77655033,2.3479041919999997,0.069510185,6.461550889
1,Sealed Air Corporation,SEE,Moody's Investors Service,2015-06-08,Basic Industries,1.555029176,0.765382171,0.18637702899999997,47.19734211,0.033301077000000005,-0.008025289,0.346764725,0.08433004300000001,0.032095204,-0.00985612,0.221964224,0.9637887509999999,7.803564237000001,5.915806674,0.855403708,-0.146302251,1.762258544,-1.694285714,1.536190476,6.915806674,-0.008025289,13.46220302,-0.9614285709999999,-0.026049932,7.926882731
1,Sealed Air Corporation,SEE,Standard & Poor's Ratings Services,2011-06-01,Basic Industries,1.409131726,0.9481246109999999,0.466671272,56.65909445,0.056992049,0.076479366,0.27901383,0.119151021,0.047394155,0.08689930900000001,0.106421026,0.831592399,4.734894021000001,1.245446228,0.5546542210000001,0.254804892,0.818671083,2.49842072,4.267845862,2.245446228,0.076479366,7.155354353,3.051800379,0.10759225900000001,13.95387931
1,Denbury Resources Inc.,DNR,Egan-Jones Ratings Company,2013-08-23,Energy,0.613980471,0.13400789999999999,0.018049494,11.35329087,0.16272401,0.25520365100000003,1.0,0.25520365100000003,0.034744774,0.057801575,0.077261957,0.21351965,0.255512737,1.22370009,0.550299069,0.36237585200000005,1.0,3.712427623,0.033237968,2.22370009,0.25520365100000003,7.852277266000001,3.712427623,0.54077327,0.0
1,Denbury Resources Inc.,DNR,Egan-Jones Ratings Company,2014-08-27,Energy,1.269564538,0.281363796,0.036169498,23.52515497,0.26095996,0.41990592200000004,1.0,0.41990592200000004,0.049929359000000006,0.08459499699999999,0.111414278,0.19132957899999997,0.235234506,1.231438171,0.5518585220000001,0.378527554,1.0,3.504178105,0.066348198,2.2314381709999997,0.41990592200000004,3.656253234,3.504178105,0.502144583,0.0
1,Alcoa Corporation,AA,Egan-Jones Ratings Company,2015-10-14,Basic Industries,1.067387687,0.441347754,0.231697171,16.42646665,-0.077060452,-0.04116439,0.192874364,-0.005982677,-0.052580272000000004,-0.013634091999999999,-0.091400127,0.6823249859999999,1.192651757,0.518957848,0.298543837,-0.872017354,0.553142857,2.646699108,3.045891329,1.738296971,-0.017055094,4.87584049,4.784838263999999,0.07813197599999999,6.5547498189999995
1,General Motors Company,GM,Moody's Investors Service,2014-11-04,Capital Goods,1.273496598,0.567023333,0.28848876,21.24986372,0.025325629,0.027230342,0.11445593800000001,0.009812158,0.022225724,0.03791884,0.111374341,0.877598113,5.620480842,4.011055645,0.80044125,0.053697598,0.294989063,1.848598131,17.55514019,5.011055645,0.027230342,4.7838976419999995,6.266666667000001,0.064503716,6.129078077000001
1,Sanmina Corporation,SANM,Fitch Ratings,2012-06-15,Technology,2.077002255,1.306918875,0.50580266,56.06348423,0.010438157,0.006381911,0.077297672,0.032109028,0.02054787,0.020179226,0.08944254300000001,1.968534332,11.22673811,3.3528864389999997,0.7702673809999999,0.7267182459999999,0.542059019,1.584840376,7.969232684,4.352886439,0.006381911,4.293982493,2.923741365,0.035579124,6.191029802
1,Sanmina Corporation,SANM,Standard & Poor's Ratings Services,2016-10-07,Technology,1.695364824,0.97909386,0.284235008,54.83463585,0.028982064,0.031570944,0.07935004400000001,0.034682722,0.051814205999999995,0.092005743,0.11668384300000001,1.7878025130000001,10.49543176,1.251966234,0.555943608,0.082001984,0.691373848,3.5917117210000002,5.303859163,2.251966234,0.031570944,6.357492982999999,5.195035555,0.060192116,5.322194919
1,Sanmina Corporation,SANM,Standard & Poor's Ratings Services,2014-10-30,Technology,1.597623941,0.944701158,0.304149499,57.52249036,0.031723514,0.014957267,0.078563905,0.032128495,0.059510928,0.052256047,0.158142538,1.875924854,11.03895094,1.6573697319999998,0.623688045,-0.381084541,0.773874202,2.870390482,5.669297229,2.657369732,0.014957267,5.65602494,3.709117675,0.049457242,5.024212063999999
1,Sanmina Corporation,SANM,Moody's Investors Service,2014-05-20,Technology,1.826919826,1.1177568359999999,0.333858447,58.28132721,0.013410399999999998,0.000594377,0.072132509,0.026639462000000003,0.026486991,0.001965766,0.072694776,1.975108216,10.95457381,1.744546357,0.6356410610000001,6.8396360529999995,0.761080125,2.9207692489999997,4.877320907,2.744546357,0.000594377,6.317922727999999,3.837663278,0.05372356599999999,5.740068877000001
1,Sanmina Corporation,SANM,Moody's Investors Service,2016-06-09,Technology,1.736918505,0.977290326,0.298613531,53.64895763,0.059182457,0.027640107999999997,0.075904446,0.031861274,0.107996705,0.08339679900000001,0.24812114100000002,1.824809405,10.78887321,1.297488081,0.564742029,-1.14118041,0.31904103,0.681989293,5.038658975,2.297488081,0.027640107999999997,6.062000145,2.137622528,0.027436642,5.6897074629999995
1,LyondellBasell Industries NV,LYB,Moody's Investors Service,2012-06-15,Basic Industries,2.2787963330000003,1.0081705859999999,0.212235951,25.61830117,0.042069168,0.062466934,0.100362496,0.078338395,0.09400586699999999,0.17889007399999998,0.20268101600000002,2.234554928,6.959634529,1.156046446,0.536188099,0.328732748,0.634018822,3.202464789,2.600352113,2.156046446,0.062466934,5.44738052,5.051056338,0.056216322,17.92076503
1,Visteon Corporation,VC,Standard & Poor's Ratings Services,2015-03-23,Capital Goods,1.71069869,1.191048035,0.448689956,65.66986283,-0.03928619,0.03475829,0.106272473,0.03475829,-0.05541987599999999,0.074763678,-0.34104046200000004,1.4106706740000001,5.214583333,5.153757225,0.837497652,0.475095785,-0.19718309899999997,-1.222707424,18.1441048,6.153757225,0.03475829,8.661600753,6.200873362,0.037821281,5.65851602
1,Visteon Corporation,VC,Standard & Poor's Ratings Services,2014-03-25,Capital Goods,2.082685905,1.625416204,0.93063263,60.20365641,0.09275440199999999,0.11856432300000001,0.09194784199999999,0.11856432300000001,0.114484818,0.208757396,0.359375,1.234279077,5.26096181,2.1390625,0.6814335490000001,0.121315193,0.137820513,0.86,34.04,3.1390625,0.11856432300000001,2.7189685310000002,6.24,0.041941121,5.482954545
1,Visteon Corporation,VC,Moody's Investors Service,2012-06-15,Capital Goods,1.604367373,1.1644187540000002,0.464354528,48.39753946,0.009941593,0.034919846000000004,0.079905555,0.020628806,0.016086869,0.082259953,0.061208875,1.618137945,5.699008499,2.80489671,0.737180776,0.451957295,-0.47428571399999997,-1.62109375,14.5703125,3.80489671,0.034919846000000004,4.866987551999999,3.41796875,0.021747235,7.374501992000001
1,Nabors Industries Ltd.,NBR,Moody's Investors Service,2016-12-02,Energy,1.40624308,0.977641757,0.32130682,83.28679721,-0.462215627,-0.537774498,0.396591046,-0.537774498,-0.125777466,-0.16266963,-0.317133992,0.272118593,0.355454248,1.52138958,0.6033933000000001,0.155942658,0.256530771,0.49353467799999995,1.0677348770000001,2.52138958,-0.537774498,-24.10680251,1.923881002,0.238753788,5.080913757
1,"Consolidated Communications Holdings, Inc.",CNSL,Standard & Poor's Ratings Services,2012-05-14,Public Utilities,1.973619416,2.805311291,1.239348106,34.61357388,0.070565351,0.111758309,1.0,0.167141823,0.02211765,0.037723478,0.55237179,0.313434986,1.1271420220000001,23.97425333,0.9599587629999999,0.35491429,0.6728246170000001,2.8567223189999997,6.645921122000001,24.97425333,0.111758309,8.86307566,4.245864739,0.347840957,10.18532875
1,"Consolidated Communications Holdings, Inc.",CNSL,Standard & Poor's Ratings Services,2013-05-23,Public Utilities,0.752713678,1.291371023,0.123833899,42.47121403,0.011202546,0.015109533,1.0,0.106062683,0.003142362,0.004608485,0.041438595,0.28050431600000003,0.554323986,12.1870835,0.924168221,0.188773498,0.374305076,1.203130445,3.328800029,13.1870835,0.015109533,10.20490515,3.2143043760000003,0.244737882,0.0
1,Transocean Ltd.,RIG,Moody's Investors Service,2016-07-05,Energy,2.568261965,1.957178841,1.537531486,73.07017544,0.186974285,0.22446527300000002,1.0,0.272049988,0.028933765,0.037504015,0.049234274,0.154747294,0.19726923600000001,0.701620048,0.412324742,0.11456102800000001,0.296703297,1.5449591280000001,8.316076294,1.701620048,0.22446527300000002,5.1826913580000005,5.207084469,0.45926459999999997,0.0
1,Transocean Ltd.,RIG,Egan-Jones Ratings Company,2015-05-26,Energy,1.591777188,0.7084880640000001,0.698938992,1.4323086980000002,-0.20852409,-0.19620667100000003,1.0,-0.150207107,-0.067328336,-0.073043055,-0.13993124099999998,0.32288037199999997,0.42594484200000005,1.078341014,0.5188470070000001,-0.081111111,0.024774775,0.151933702,7.279005525,2.0783410140000003,-0.19620667100000003,-53.86129032,6.132596685,0.241988228,0.0
1,Transocean Ltd.,RIG,Moody's Investors Service,2015-10-19,Energy,1.792806294,0.889846384,0.876358187,1.77904143,0.10709450300000001,0.139453019,1.0,0.186839968,0.030042918,0.04353339,0.05455925,0.280527175,0.354789125,0.816043592,0.449352425,0.2,0.41915820000000004,3.977961433,6.443526171,1.816043592,0.139453019,4.212663274,9.490358127,0.46642296200000005,0.0
1,Transocean Ltd.,RIG,Egan-Jones Ratings Company,2014-03-31,Energy,1.905458638,0.926561621,0.912492966,1.9242935469999998,0.148355124,0.148249684,1.0,0.23450021100000001,0.043231119000000005,0.048496137,0.084296926,0.291402937,0.43690975299999996,0.9499131270000001,0.48715664,0.18349928899999998,-0.166840459,-0.8888888890000001,9.008333333,1.9499131269999999,0.148249684,7.499759326,5.327777778,0.20223534399999998,0.0
1,Transocean Ltd.,RIG,Egan-Jones Ratings Company,2013-05-09,Energy,1.5828299469999998,0.987369577,0.9397766790000001,10.31970422,-0.023814702000000004,0.088734232,1.0,0.171922575,-0.006393227,0.028341206,-0.013909178000000001,0.26845716,0.440421456,1.175611305,0.540359072,0.06127451,0.5188330870000001,3.946629213,14.42134831,2.175611305,0.088734232,10.01112255,7.606741573,0.294475859,0.0
1,Noble Corporation,NE,Moody's Investors Service,2016-02-29,Energy,1.436470729,1.178162164,0.593111617,54.32461969,0.152434841,0.221472908,1.0,0.274442673,0.039637032999999995,0.061723713,0.076277434,0.260026075,0.291915888,0.9243981659999999,0.480357019,0.214473225,1.0,7.278051258,2.1416707280000002,1.924398166,0.221472908,3.772084351,7.278051258,0.525721515,0.0
1,Noble Corporation,NE,Moody's Investors Service,2016-12-13,Energy,1.883194667,1.6597688590000002,1.1459498209999999,50.60260245,-0.40380267299999995,-0.420070241,1.0,-0.330983704,-0.081256162,-0.089483182,-0.161422381,0.2012274,0.228789197,0.986586338,0.49662394200000004,0.11287769,1.0,4.640710411000001,3.010640529,1.9865863380000002,-0.420070241,-34.78418097,4.640710411000001,0.49011735100000003,0.0
1,"Micron Technology, Inc.",MU,Standard & Poor's Ratings Services,2015-06-25,Technology,2.1294949080000003,0.942423613,0.8626065270000001,0.0,0.18614745100000002,0.18779801899999998,0.332375596,0.188715002,0.135345364,0.17368688899999998,0.282703556,0.727086852,1.8841280809999998,1.088756847,0.521246333,0.041666667000000004,0.533602386,2.868867925,4.277358491,2.088756847,0.18779801899999998,7.150046668,5.3764150939999995,0.348392224,4.047813195
1,"Micron Technology, Inc.",MU,Standard & Poor's Ratings Services,2016-04-11,Technology,2.20128041,0.9016645329999999,0.585659411,0.0,0.179039032,0.16112895300000002,0.322072628,0.18515316199999998,0.120076213,0.128915901,0.23565273899999997,0.670670588,1.5342050409999999,0.9625264179999999,0.490452719,0.060176312999999995,0.227918587,1.109345794,3.290654206,1.9625264180000002,0.16112895300000002,3.804532139,4.86728972,0.32164031600000004,4.204136346
